Type;Immatriculation;Marque;Modele;Prix;Km;Etat;Divers1;Divers2
Voiture;MZ-294-DY;Nissan;Ariya;158;120912;Disponible;5;Oui
Voiture;VH-040-BV;Toyota;Yaris Cross;148;49060;Disponible;5;Oui
Voiture;YH-898-AQ;Fiat;Panda;157;90217;Disponible;5;Non
CampingCar;CE-089-GW;Citroën;Jumper;118;73170;Disponible;7.6;7
Voiture;UZ-697-DB;Dacia;Duster;102;94068;Disponible;5;Oui
Voiture;UB-028-OV;Volkswagen;ID.5;117;136603;Disponible;5;Oui
Voiture;KP-292-ST;Toyota;Corolla;175;69233;Loué;5;Oui
CampingCar;XK-803-EW;Citroën;Berlingo;388;107954;Disponible;5.8;2
CampingCar;JF-444-FV;Fiat;Scudo;273;14228;En maintenance;7.6;7
Voiture;QH-061-RY;BMW;X5;60;89915;Loué;2;Oui
Voiture;QZ-599-VY;Skoda;Superb;147;73438;Loué;5;Oui
CampingCar;KP-609-WX;Mercedes;Marco Polo;187;80711;Disponible;8.1;2
CampingCar;JD-890-OS;Mercedes;Sprinter;390;171707;Disponible;5.7;6
Voiture;MT-272-AU;Peugeot;3008;36;9555;Loué;4;Non
Voiture;PZ-198-GC;Ford;Focus;154;159596;Disponible;5;Oui
Voiture;LV-082-SP;Ford;Focus;45;11888;Disponible;5;Oui
Voiture;LT-154-NB;Audi;A3;67;93690;Disponible;9;Oui
Voiture;HF-169-ZV;Hyundai;Santa Fe;32;163031;Disponible;5;Non
Voiture;RN-853-XN;Mini;Countryman;145;187668;Loué;7;Oui
Voiture;IP-829-LL;Nissan;X-Trail;113;83771;Disponible;5;Oui
Voiture;VO-505-HM;Citroën;C4 X;73;193587;Loué;5;Non
Moto;YZ-205-UY;Yamaha;R6;179;97851;Disponible;800;A
Voiture;WX-713-RR;Peugeot;508;105;49635;Disponible;5;Oui
Moto;YE-931-YZ;BMW;S1000XR;111;6243;Disponible;750;A
Voiture;YS-933-UV;Skoda;Kamiq;81;89432;En maintenance;5;Oui
Voiture;ZR-903-UD;Kia;Stonic;77;1577;Loué;9;Non
Voiture;NI-335-NA;Audi;A5;197;35949;Disponible;7;Oui
Moto;GJ-127-TY;Suzuki;GSX-S750;209;99039;Loué;800;A
Voiture;YH-871-LE;Hyundai;i20;108;63174;Disponible;5;Oui
Voiture;LZ-383-GX;Opel;Crossland;105;153259;Disponible;7;Oui
Moto;ZA-695-IN;KTM;Duke 890;160;6272;Disponible;400;A2
CampingCar;XO-663-SG;Mercedes;Marco Polo;392;163571;Loué;6.7;3
Moto;CF-625-TD;Kawasaki;Z900;234;83113;Disponible;600;A2
Voiture;TE-763-FS;Fiat;Panda;55;199340;Disponible;5;Non
Voiture;TG-509-XM;BMW;Serie 2;99;112910;Disponible;4;Oui
Voiture;MR-620-IO;Volkswagen;T-Roc;141;69828;Disponible;5;Oui
Voiture;LL-259-OU;Dacia;Sandero;56;22984;Disponible;5;Oui
CampingCar;BE-636-QX;Iveco;Daily;331;245561;Disponible;6.2;6
Voiture;BG-599-EV;Volkswagen;T-Roc;168;153672;Disponible;2;Oui
Voiture;ZW-054-CQ;Peugeot;308;199;172086;Disponible;5;Oui
Voiture;XT-150-KU;BMW;i4;196;195416;Disponible;5;Oui
Moto;JU-104-HM;Triumph;Trident 660;120;1269;Loué;600;A2
Moto;TJ-516-YB;Ducati;Diavel V4;241;92189;Disponible;1800;A
Voiture;ME-917-ZI;Audi;Q7;181;14966;Disponible;5;Oui
Voiture;EO-797-SM;Citroën;C5 Aircross;33;69650;Disponible;5;Oui
CampingCar;FZ-771-JF;Peugeot;Boxer;337;209534;Disponible;5.2;2
Voiture;KD-799-AD;Fiat;Tipo;155;23231;Disponible;2;Oui
Voiture;AX-581-IH;Peugeot;5008;97;174067;Disponible;2;Oui
CampingCar;EB-095-ZO;Fiat;Talento;197;28527;Disponible;7.3;6
Moto;SY-881-IV;Ducati;Monster;210;79991;Disponible;1250;A
Moto;KZ-390-PO;Triumph;Speed Triple;190;92413;Disponible;750;A
Voiture;RR-189-ME;Kia;Niro;53;70265;Disponible;5;Oui
Voiture;XU-340-HJ;Peugeot;308;85;66716;Disponible;5;Oui
Voiture;YH-938-QI;Volkswagen;Up!;153;122291;Disponible;9;Oui
Voiture;LJ-003-PS;Hyundai;Ioniq 5;53;128596;Loué;5;Oui
Voiture;AX-260-PZ;Dacia;Duster;52;24644;Disponible;5;Oui
Voiture;KS-960-IL;Hyundai;Santa Fe;126;130646;Disponible;9;Oui
CampingCar;JK-614-QI;Mercedes;Sprinter;333;85781;Disponible;7.1;4
CampingCar;HQ-683-LE;Citroën;SpaceTourer;357;133836;Disponible;7.5;3
Moto;KQ-560-QL;Honda;CB500F;197;5516;Loué;300;A2
Voiture;GC-026-BA;Nissan;Juke;116;188558;Disponible;2;Oui
Voiture;QA-079-HV;Peugeot;2008;37;85126;En maintenance;4;Oui
Voiture;HP-692-NU;Mini;Clubman;58;76079;Disponible;5;Oui
Moto;GX-079-ME;Harley-Davidson;Sportster S;236;78485;Disponible;1300;A
Voiture;OB-405-TU;Volvo;C40;106;16968;En maintenance;7;Oui
Voiture;UC-559-YS;Seat;Ateca;143;72225;Disponible;5;Oui
Voiture;ZD-070-VS;Mini;Cooper;152;54205;Disponible;7;Oui
Moto;AJ-650-TC;KTM;Duke 125;134;66804;Disponible;1250;A
Voiture;YX-509-FX;Volkswagen;T-Roc;137;118243;Loué;4;Oui
Moto;DV-938-SQ;Honda;CB650R;90;56455;Disponible;500;A2
Voiture;AF-649-XI;Renault;Austral;161;101212;Disponible;9;Oui
Voiture;CG-235-DI;Seat;Leon;110;142066;Disponible;2;Oui
Moto;XS-811-DN;Yamaha;XSR700;78;90324;Disponible;900;A
Voiture;FS-113-DD;Mercedes;CLA;108;109852;Loué;2;Oui
CampingCar;DL-927-OC;Mercedes;Vito;187;174216;Loué;5.2;6
Voiture;AU-017-GC;Seat;Leon;158;39652;Disponible;7;Oui
Moto;ND-772-XQ;Suzuki;GSX-S750;124;39201;Disponible;300;A2
Voiture;JR-140-OM;Seat;Ateca;85;89618;En maintenance;5;Oui
Moto;FI-678-GV;Royal Enfield;Interceptor 650;140;19815;Loué;1800;A
Moto;ZS-509-JH;Triumph;Tiger 1200;135;33490;Disponible;300;A2
Moto;PZ-403-IH;Suzuki;GSX-S1000;135;15289;Loué;800;A
Moto;NQ-831-ZE;Suzuki;V-Strom 1050;230;49446;Disponible;1300;A
Voiture;MC-488-HX;Skoda;Octavia;76;111442;Disponible;4;Oui
Moto;EY-199-DM;Kawasaki;Ninja 1000SX;250;86221;Disponible;650;A2
Voiture;EL-230-LY;Toyota;C-HR;199;168025;Disponible;9;Oui
Moto;NO-882-GW;Yamaha;Tracer 9;177;10550;Disponible;800;A
CampingCar;DU-302-HR;Volkswagen;Caddy California;150;40765;Disponible;8.4;6
Voiture;AP-536-IZ;Toyota;Aygo X;64;99937;Disponible;7;Non
Voiture;BQ-950-CI;Peugeot;3008;65;41975;Disponible;7;Oui
Voiture;PI-062-VN;Ford;Focus;200;141563;Disponible;5;Oui
CampingCar;DP-365-UJ;Renault;Trafic SpaceNomad;166;38573;Loué;8.4;5
Moto;NI-956-PO;Yamaha;MT-09;190;58092;Disponible;750;A
Voiture;HE-427-SH;Toyota;RAV4;126;143282;Disponible;5;Non
Moto;HM-993-KH;BMW;S1000XR;169;19111;Disponible;900;A
CampingCar;QV-110-IJ;Peugeot;Rifter;202;181790;Disponible;5.1;3
Moto;TA-653-UI;Suzuki;V-Strom 650;70;67071;Disponible;1300;A
Voiture;CM-808-LA;Toyota;RAV4;135;77247;Loué;5;Oui
Moto;BJ-853-HJ;BMW;CE 04;49;69329;Loué;800;A
CampingCar;OR-444-HN;Fiat;Scudo;363;21847;Disponible;8.9;4
Moto;VN-565-NS;Yamaha;Tracer 9;74;93293;Disponible;400;A2
Voiture;IG-776-HQ;Dacia;Sandero;131;148944;Disponible;4;Oui
Voiture;DT-683-PO;Hyundai;i30;83;72635;Loué;5;Oui
Moto;CQ-880-RE;Harley-Davidson;Fat Bob;130;7475;Disponible;750;A
Voiture;NF-067-IO;Mercedes;CLA;159;17405;Disponible;5;Oui
Moto;VK-479-OU;Royal Enfield;Interceptor 650;224;80737;Disponible;500;A2
Moto;ZA-191-AB;Honda;Forza 125;123;75711;Disponible;650;A2
Voiture;TP-744-CB;Ford;Mustang Mach-E;111;147900;Disponible;5;Oui
CampingCar;MZ-915-NG;Ford;Transit 2T;364;173103;Loué;5.1;6
Moto;HS-649-DI;BMW;S1000RR;99;52530;Disponible;1300;A
Voiture;FM-187-ED;Tesla;Model X;170;162337;Disponible;4;Oui
CampingCar;LW-356-FH;Ford;Transit 2T;146;89571;Disponible;7.5;3
CampingCar;AB-885-XK;Fiat;Ducato;163;152814;Disponible;5.3;6
CampingCar;ET-752-EN;Mercedes;Vito;222;218013;Loué;5.1;7
CampingCar;PZ-742-AM;Fiat;Talento;140;224908;En maintenance;5.8;5
Voiture;UU-994-GI;Ford;Puma;90;22757;Disponible;4;Oui
Moto;HU-540-TM;KTM;Duke 890;202;31864;Disponible;1100;A
CampingCar;LN-837-UC;Ford;Ranger (Cellule);186;242738;Disponible;6.5;5
CampingCar;YV-988-MV;Volkswagen;Crafter;334;107239;Disponible;6.6;3
Voiture;QN-201-NH;Mercedes;Classe C;67;143986;Disponible;7;Oui
Voiture;ZY-562-CN;Kia;Sportage;137;32978;Disponible;2;Oui
Voiture;UX-187-YR;Mercedes;Classe E;79;106155;Disponible;5;Oui
Voiture;ZK-324-IN;Ford;Mustang Mach-E;65;4333;Disponible;7;Oui
Moto;DN-833-ET;Honda;Forza 125;68;85981;Disponible;1250;A
Voiture;JQ-296-VZ;Mini;Cooper;133;76765;Disponible;5;Oui
Moto;HS-027-YG;Kawasaki;Z900;142;16831;Disponible;900;A
Voiture;PG-856-VG;Audi;Q8;154;159691;Disponible;2;Oui
Moto;AO-820-EP;Harley-Davidson;Low Rider S;169;94301;Disponible;1100;A
CampingCar;AV-870-NO;Volkswagen;Caddy California;93;70341;En maintenance;7.4;2
Voiture;TD-396-WB;Peugeot;5008;66;60775;En maintenance;5;Oui
Voiture;YL-926-GT;Toyota;Corolla;172;6487;Disponible;5;Oui
Moto;PI-809-XN;Kawasaki;Z900RS;140;85607;Loué;400;A2
Voiture;ZU-868-JI;Toyota;Aygo X;167;167138;Disponible;2;Oui
Voiture;IW-890-PO;Audi;A4;106;178895;Disponible;4;Oui
Voiture;MM-352-WD;Kia;Niro;38;80764;Disponible;2;Oui
Moto;DB-548-HP;BMW;F900XR;240;9557;Disponible;400;A2
CampingCar;NW-813-ON;Peugeot;Boxer;107;129180;Disponible;7.0;2
CampingCar;UE-929-RY;Citroën;Jumper;232;106037;Loué;8.5;5
Moto;PL-361-OG;BMW;F750GS;249;901;Loué;300;A2
Voiture;IN-032-NJ;Mini;Countryman;142;128558;Disponible;5;Oui
Voiture;VL-920-RH;Renault;Espace;124;139202;En maintenance;5;Oui
Voiture;SE-204-AD;Toyota;Highlander;90;174624;Disponible;5;Oui
CampingCar;UT-356-KG;Citroën;Jumper;384;208357;Loué;6.4;3
Voiture;NO-124-AY;Seat;Ibiza;82;165492;Disponible;9;Oui
Voiture;JW-854-IO;Seat;Ibiza;37;113332;Loué;5;Oui
Moto;WE-931-NO;Harley-Davidson;Low Rider S;149;69805;Disponible;600;A2
CampingCar;UV-716-VW;Peugeot;Rifter;206;225099;Disponible;7.2;5
Voiture;FJ-545-MF;Mini;Clubman;32;42489;Disponible;4;Non
Voiture;QC-865-EG;Renault;Kangoo;79;183026;Disponible;2;Oui
Moto;XY-068-BO;Kawasaki;Ninja 400;136;36408;Disponible;1000;A
Voiture;HH-861-LC;Dacia;Spring;30;79594;Disponible;5;Oui
Moto;YC-640-HD;Suzuki;GSX-S1000;243;98400;Disponible;600;A2
Voiture;LK-940-ON;Renault;Espace;132;197873;Disponible;9;Oui
CampingCar;YC-293-YB;Ford;Transit Custom;316;140926;Disponible;5.1;3
CampingCar;DP-474-MT;Volkswagen;Grand California;291;56278;Disponible;8.9;3
CampingCar;NM-728-ER;Volkswagen;California;139;194156;Disponible;5.8;4
Voiture;VV-722-ZW;Mercedes;EQA;146;91826;Disponible;2;Oui
Moto;IC-103-UC;KTM;Super Duke 1290;161;67247;Loué;800;A
Voiture;GP-197-BO;Tesla;Model Y;69;91069;Disponible;5;Oui
Voiture;XY-285-GY;Opel;Crossland;32;171051;Loué;5;Oui
Voiture;QK-902-MT;Mini;Countryman;148;74128;Disponible;9;Non
Voiture;MS-501-SC;Fiat;500X;62;161832;Disponible;2;Oui
CampingCar;PR-491-CT;Mercedes;Marco Polo;260;109194;Disponible;7.4;5
Moto;UB-790-OA;KTM;Super Duke 1290;218;29487;Disponible;1000;A
Moto;NX-777-TX;Royal Enfield;Classic 350;232;31627;Disponible;800;A
Moto;AZ-376-WJ;Harley-Davidson;Street Glide;41;14535;Disponible;600;A2
Voiture;XB-708-HG;Skoda;Scala;192;75418;Disponible;9;Oui
Voiture;LZ-665-BB;Citroën;C3;166;9189;Disponible;4;Oui
Voiture;IU-056-AV;Kia;Sorento;192;171002;Disponible;5;Oui
Voiture;WL-290-TA;Nissan;Ariya;181;130960;Disponible;5;Oui
Voiture;QC-479-KH;Nissan;Micra;68;165432;Disponible;5;Oui
Voiture;CU-535-IJ;Hyundai;Ioniq 5;178;135686;Loué;4;Oui
Voiture;OC-109-ZZ;Citroën;C1;46;111648;Disponible;7;Oui
Voiture;KK-158-BO;Hyundai;Bayon;181;172436;En maintenance;7;Oui
Moto;PQ-612-RA;Suzuki;Hayabusa;80;25973;Disponible;400;A2
Voiture;UT-094-XD;Fiat;500X;119;132631;Disponible;5;Oui
Moto;HX-138-OO;Kawasaki;Versys 650;234;58826;Disponible;500;A2
Voiture;WV-927-XF;Peugeot;3008;152;89632;Disponible;5;Oui
Moto;CY-099-DV;Harley-Davidson;Low Rider S;165;4479;Disponible;900;A
Voiture;IT-431-ON;Hyundai;i30;49;159653;Disponible;7;Oui
Moto;VU-813-DB;KTM;Duke 390;45;51990;Disponible;900;A
CampingCar;MH-027-GX;Peugeot;Traveller;141;205726;Disponible;6.9;3
Voiture;SZ-515-QB;Dacia;Sandero;83;5382;En maintenance;2;Oui
Voiture;SA-744-RB;BMW;Serie 1;190;34049;Disponible;2;Oui
Moto;EI-293-NJ;Suzuki;V-Strom 1050;249;82548;Loué;600;A2
Moto;ZZ-586-TZ;Harley-Davidson;Road Glide;217;84401;Disponible;750;A
Voiture;RK-399-EM;Seat;Tarraco;113;40924;Disponible;9;Oui
Voiture;XE-466-CE;Ford;Mustang Mach-E;74;155624;Disponible;4;Oui
Moto;TP-747-DT;Honda;Forza 350;175;57996;Disponible;1250;A
Moto;FA-977-PG;Suzuki;Hayabusa;66;44461;Disponible;1800;A
Voiture;US-344-MV;Citroën;Berlingo;91;164372;Disponible;5;Oui
Voiture;HL-540-FT;Mini;Countryman;66;30621;Disponible;2;Oui
Voiture;NZ-273-EP;Skoda;Karoq;65;5602;Disponible;4;Oui
Voiture;MA-045-QI;Kia;Niro;78;160786;Disponible;4;Oui
CampingCar;CZ-119-MG;Citroën;SpaceTourer;152;176531;Disponible;6.3;3
Moto;OV-503-GL;Royal Enfield;Classic 350;63;29259;Disponible;750;A
Voiture;XO-997-JB;Peugeot;3008;159;48983;Disponible;5;Oui
Voiture;HH-161-UP;Audi;A3;84;55217;Disponible;7;Oui
Voiture;OQ-360-ND;Toyota;Corolla;185;120563;Disponible;2;Oui
Moto;KX-920-SA;Royal Enfield;Classic 350;142;90315;Disponible;1800;A
Moto;NC-876-XN;Suzuki;Hayabusa;154;56352;Disponible;1000;A
Moto;SJ-937-WY;Kawasaki;Z900RS;227;91995;Loué;900;A
Voiture;EM-799-LM;Volvo;S60;161;111631;Disponible;9;Oui
Voiture;IN-844-EE;Volvo;XC60;51;121505;Disponible;9;Oui
Voiture;BS-978-XB;Tesla;Model 3;77;104167;Loué;4;Oui
Voiture;SZ-029-PC;Dacia;Jogger;169;115987;Disponible;7;Oui
Voiture;VV-042-WG;Toyota;Corolla;37;107480;Disponible;2;Oui
Moto;JZ-736-EH;Kawasaki;Z650;85;53830;Disponible;1800;A
Voiture;BB-365-OD;Seat;Tarraco;176;94179;Disponible;4;Oui
Voiture;DF-265-CA;BMW;X3;99;20510;Loué;5;Oui
CampingCar;JY-434-IL;Ford;Transit Custom;355;22666;Loué;5.2;3
Voiture;GJ-489-HW;Skoda;Scala;89;85866;Disponible;7;Oui
Moto;PF-304-PG;BMW;CE 04;150;84883;Disponible;900;A
Voiture;RS-456-IA;Nissan;Qashqai;189;97330;Disponible;5;Oui
Voiture;DU-551-NJ;Tesla;Model S;81;150860;Disponible;4;Non
Voiture;YV-501-AM;Opel;Crossland;185;120522;Disponible;5;Oui
Voiture;YY-526-QH;Citroën;C4 X;48;2156;Disponible;4;Oui
Moto;VJ-013-NX;Honda;CB650R;81;6656;Disponible;1800;A
Moto;IV-215-CK;Ducati;Monster;66;90555;Loué;750;A
CampingCar;GJ-970-NR;Citroën;Jumper;352;161537;Disponible;7.2;5
Voiture;CU-907-WF;Mercedes;Classe C;180;58357;Disponible;9;Oui
CampingCar;UG-585-WU;Renault;Kangoo;322;195097;Disponible;7.4;4
Voiture;WI-112-XV;Toyota;C-HR;98;160218;Disponible;5;Oui
Voiture;TO-706-HH;Mini;Countryman;70;2198;Disponible;4;Oui
Moto;NF-026-DU;Honda;CB650R;59;1927;Disponible;1250;A
Voiture;AV-924-ZD;Nissan;X-Trail;98;89780;Disponible;5;Oui
Voiture;QB-984-II;Hyundai;i10;44;49458;Disponible;4;Oui
Voiture;UD-158-PO;Audi;Q2;183;834;Disponible;2;Oui
Voiture;KF-427-NE;Kia;EV6;160;98756;Disponible;5;Oui
CampingCar;OY-219-PO;Renault;Master;331;126187;Disponible;7.8;7
Voiture;RO-335-SK;Seat;Ateca;114;129078;Disponible;9;Oui
Voiture;HE-579-CF;Volkswagen;Passat;128;45478;Loué;4;Oui
Voiture;SC-925-EX;Citroën;C5 Aircross;90;88496;Disponible;2;Oui
CampingCar;XU-880-ZW;Renault;Master;94;54040;Disponible;8.1;7
Moto;ZR-874-CN;Suzuki;V-Strom 650;75;80821;Disponible;750;A
Voiture;ES-518-SA;Hyundai;Ioniq 5;197;108431;Disponible;2;Oui
Voiture;IK-686-BK;Peugeot;2008;124;199207;Disponible;7;Oui
Voiture;AR-900-SN;Skoda;Octavia;70;174331;Loué;7;Oui
Moto;CO-434-IW;Suzuki;V-Strom 1050;180;25177;Disponible;125;A2
Moto;WX-013-CE;Suzuki;GSX-S1000;193;75951;Disponible;750;A
Voiture;VL-907-YL;Opel;Mokka;56;60024;Disponible;5;Oui
Voiture;VU-215-AX;Fiat;500X;107;60047;Disponible;5;Oui
CampingCar;LB-407-NT;Iveco;Daily;216;50233;Disponible;5.7;4
Voiture;LJ-529-GJ;Seat;Arona;191;193445;Disponible;5;Oui
Voiture;OP-174-KG;Nissan;Micra;30;85463;Loué;4;Oui
Voiture;WA-586-BU;Mercedes;Classe A;69;122710;Disponible;5;Non
Voiture;JF-928-WZ;Skoda;Fabia;176;152519;Disponible;5;Oui
Voiture;DH-548-UT;Fiat;Panda;162;16641;Loué;4;Oui
CampingCar;RD-210-GN;Volkswagen;Grand California;284;58117;En maintenance;6.8;3
Voiture;FR-365-ST;Opel;Mokka;93;117723;Loué;5;Oui
CampingCar;ZW-720-WT;Renault;Master;272;84775;Disponible;5.5;5
CampingCar;WD-108-JE;Iveco;Daily;113;167443;Disponible;5.7;7
Voiture;MQ-542-DL;Renault;Clio;174;113102;Disponible;5;Oui
Voiture;YT-370-XR;Kia;Picanto;88;25415;Disponible;5;Oui
Moto;JL-459-SK;Yamaha;XSR900;162;66868;Disponible;500;A2
Voiture;VH-451-QZ;Volvo;XC90;163;10705;Disponible;2;Oui
CampingCar;XR-332-BX;Peugeot;Rifter;120;145177;Disponible;6.7;3
Moto;EJ-236-CO;Royal Enfield;Himalayan;104;92830;Disponible;600;A2
Voiture;UK-322-KA;Peugeot;408;119;155332;Disponible;7;Oui
CampingCar;FZ-118-IX;Ford;Transit Custom;332;34811;Disponible;8.5;6
Voiture;RF-090-CS;Dacia;Sandero;93;76562;Disponible;5;Oui
Moto;FP-053-UZ;BMW;R18;115;73763;Loué;1250;A
Moto;XK-169-ZZ;Harley-Davidson;Low Rider S;136;34459;Disponible;750;A
CampingCar;SZ-882-RD;Renault;Trafic SpaceNomad;154;7352;Disponible;6.5;2
Voiture;MQ-126-SP;Fiat;500;38;191470;Disponible;5;Oui
CampingCar;CB-949-FD;Volkswagen;Grand California;353;240979;Loué;5.1;6
Voiture;YW-649-KO;Dacia;Duster;197;13893;Disponible;5;Oui
Moto;NP-249-IN;Yamaha;TMAX;195;47826;Disponible;125;A2
Moto;BZ-061-LJ;Triumph;Rocket 3;55;26245;Disponible;900;A
Moto;YF-579-QB;KTM;Adventure 890;65;90950;Disponible;1000;A
Voiture;RC-448-HR;Peugeot;5008;158;5566;Disponible;9;Oui
Voiture;GO-937-VN;Ford;Fiesta;152;35208;Disponible;7;Oui
Moto;JE-435-LE;KTM;Adventure 390;61;68230;Disponible;650;A2
Moto;PS-648-EX;Royal Enfield;Interceptor 650;141;79905;Disponible;400;A2
Moto;TP-886-QG;Yamaha;Tracer 9;167;51800;Disponible;1800;A
Voiture;VU-693-PQ;Skoda;Karoq;106;120630;Disponible;5;Oui
Voiture;SZ-524-MT;Peugeot;2008;82;118623;Disponible;7;Non
Voiture;FG-253-CW;Audi;A4;86;195477;Loué;5;Oui
Voiture;EK-061-ZQ;Renault;Arkana;72;160462;Disponible;5;Oui
Voiture;AJ-377-AT;Dacia;Sandero;84;48674;Disponible;7;Oui
Voiture;MM-807-JC;Ford;Explorer;165;147041;En maintenance;4;Oui
Voiture;NX-678-FU;Mini;Cooper S;31;35382;Disponible;4;Oui
Moto;AI-909-QW;Ducati;Streetfighter V4;239;40492;Disponible;800;A
Voiture;GF-776-RH;Dacia;Jogger;116;121153;Disponible;5;Oui
Voiture;KK-917-QB;Volvo;V60;129;144409;Disponible;5;Oui
Moto;NZ-967-DK;Royal Enfield;Continental GT 650;64;58595;Disponible;300;A2
Voiture;DH-889-QQ;BMW;Serie 5;175;60219;Loué;2;Oui
Voiture;KT-969-DR;Fiat;500;61;105116;Disponible;7;Oui
Moto;HP-212-VV;Honda;Forza 350;72;93104;Loué;800;A
Moto;YY-019-FR;KTM;Duke 390;229;40907;Disponible;125;A2
Voiture;HA-130-AI;Toyota;Corolla;162;35727;Disponible;7;Oui
Voiture;DX-171-LH;Peugeot;2008;194;28077;Disponible;2;Oui
Moto;EE-561-XP;Yamaha;XMAX;85;15962;Disponible;650;A2
Moto;MH-263-GX;Yamaha;MT-09;119;35860;Disponible;1250;A
Moto;IQ-631-CW;Royal Enfield;Classic 350;58;70500;Loué;1800;A
Voiture;FL-267-LS;Fiat;500X;65;47492;Disponible;7;Oui
CampingCar;IZ-889-WF;Ford;Transit Custom;258;161476;Disponible;7.4;7
Moto;EL-592-KK;Harley-Davidson;Fat Bob;125;43486;Disponible;650;A2
Voiture;MT-504-NJ;Mini;Clubman;181;79727;Loué;5;Oui
Voiture;WL-437-AJ;Seat;Arona;95;48317;Disponible;7;Oui
CampingCar;KO-611-XE;Citroën;SpaceTourer;179;216029;Disponible;7.7;4
Voiture;MR-092-IA;Nissan;Leaf;159;129045;Disponible;5;Oui
Voiture;PY-069-KJ;Mercedes;Classe C;34;8731;Disponible;5;Oui
CampingCar;PY-757-SQ;Mercedes;Sprinter;369;190560;En maintenance;8.1;7
Voiture;XM-144-SL;Kia;Niro;115;152320;Disponible;5;Oui
Moto;NH-358-YE;Suzuki;Hayabusa;134;54207;Disponible;500;A2
Voiture;QD-872-CL;BMW;Serie 5;130;156106;Disponible;5;Oui
Voiture;WZ-160-NJ;Volkswagen;Up!;125;138786;Disponible;7;Oui
Moto;AK-590-KL;BMW;F850GS;112;71322;Disponible;1250;A
Voiture;EM-335-DI;Ford;Focus;31;188643;Disponible;7;Oui
Voiture;OB-821-DL;Toyota;Prius;181;116798;Disponible;5;Oui
CampingCar;UB-297-FU;Mercedes;Sprinter;300;233543;Disponible;5.8;2
Moto;JE-936-UL;Honda;NT1100;160;25085;Disponible;125;A2
CampingCar;BW-775-OZ;Citroën;SpaceTourer;148;86425;Disponible;7.1;2
Voiture;GJ-822-HT;BMW;X5;39;199064;Disponible;7;Non
Moto;BC-876-KP;Royal Enfield;Classic 350;194;6838;Disponible;1000;A
Voiture;BX-065-UN;Tesla;Model X;177;169450;Disponible;5;Oui
Moto;CF-945-HA;Yamaha;R7;191;67801;Disponible;500;A2
Moto;KE-211-AQ;KTM;Adventure 890;131;87359;Disponible;750;A
Voiture;PY-523-QB;Peugeot;2008;83;165564;Disponible;9;Oui
CampingCar;FH-646-QB;Iveco;Daily;340;213904;Disponible;6.3;4
Moto;KS-978-BH;BMW;F900R;131;63540;Disponible;750;A
CampingCar;EJ-268-NE;Renault;Master;372;116569;Disponible;8.4;6
Moto;KE-119-AX;Yamaha;MT-07;193;98369;Disponible;1250;A
Voiture;NU-780-PW;Volvo;XC40;139;3986;Disponible;4;Non
Moto;JR-274-FS;Harley-Davidson;Fat Bob;206;87157;Disponible;500;A2
Voiture;ZN-866-WZ;Volvo;V60;105;54379;Loué;9;Oui
Voiture;TD-021-CU;Seat;Tarraco;156;3780;Loué;5;Oui
Voiture;RV-582-FG;Fiat;500X;156;154947;Disponible;5;Non
Voiture;ZA-801-RC;Skoda;Karoq;79;159573;Disponible;5;Non
Voiture;YG-170-TO;Renault;Arkana;87;7509;Disponible;7;Oui
Voiture;BA-232-CP;Nissan;Ariya;48;139016;Disponible;5;Oui
Voiture;NN-064-GA;Mini;Cooper S;137;127261;Disponible;5;Oui
Voiture;NS-676-EU;Mercedes;CLA;86;81738;Disponible;5;Oui
Voiture;QI-913-SI;Opel;Astra;125;117006;Disponible;5;Non
Voiture;BY-897-CL;Opel;Mokka;112;183817;Disponible;5;Non
Voiture;DZ-108-IK;BMW;X2;191;15192;Loué;9;Non
Voiture;FT-838-NG;Peugeot;508;194;154457;Disponible;9;Oui
Moto;JP-523-BM;Harley-Davidson;Sportster S;157;52474;Disponible;1300;A
Voiture;HK-058-PE;Nissan;Ariya;135;154556;Loué;5;Oui
Voiture;XF-129-ZY;Nissan;Ariya;161;126691;Disponible;2;Non
CampingCar;RD-861-QB;Citroën;SpaceTourer;115;224070;Disponible;5.6;7
CampingCar;PS-908-NA;Mercedes;Vito;359;122336;Disponible;5.8;5
Moto;SP-064-IH;Royal Enfield;Meteor 350;233;28419;Disponible;1000;A
Moto;ZR-544-LS;KTM;Adventure 390;199;78776;Loué;1800;A
Voiture;UE-322-UC;Opel;Crossland;50;91142;Disponible;9;Oui
Voiture;ZS-188-NQ;Citroën;C5 Aircross;102;129424;Disponible;9;Oui
CampingCar;VE-697-ZL;Mercedes;Marco Polo;242;153947;Disponible;8.4;6
Moto;RF-223-SP;Yamaha;XSR900;56;7665;Loué;800;A
Voiture;WQ-027-GM;Opel;Astra;135;153849;Disponible;7;Non
Voiture;XI-590-DI;Seat;Arona;194;184020;Disponible;2;Oui
Voiture;PC-729-VX;Volvo;XC40;127;110897;Disponible;5;Oui
CampingCar;SZ-101-WC;Renault;Master;202;198015;Loué;7.3;2
Moto;UK-715-UY;Honda;Forza 350;216;30314;Disponible;900;A
Voiture;WK-630-UI;Fiat;500X;77;49210;Disponible;5;Oui
Voiture;WY-951-ZU;Hyundai;i30;123;29212;Disponible;5;Oui
Voiture;UM-769-QL;Audi;A6;32;87665;Disponible;5;Oui
